-4.0001e-07,-0.022435
-3.9991e-07,-0.019905
-3.9981e-07,-0.028532
-3.9971e-07,-0.024575
-3.9961e-07,-0.011084
-3.9951e-07,-0.025937
-3.9941e-07,-0.041245
-3.9931e-07,-0.037223
-3.9921e-07,-0.030348
-3.9911e-07,-0.021073
-3.9901e-07,-0.026781
-3.9891e-07,-0.032294
-3.9881e-07,-0.028143
-3.9871e-07,-0.029634
-3.9861e-07,-0.036575
-3.9851e-07,-0.046369
-3.9841e-07,-0.047147
-3.9831e-07,-0.045201
-3.9821e-07,-0.039493
-3.9811e-07,-0.028856
-3.9801e-07,-0.028402
-3.9791e-07,-0.044164
-3.9781e-07,-0.049677
-3.9771e-07,-0.037158
-3.9761e-07,-0.036185
-3.9751e-07,-0.038975
-3.9741e-07,-0.030348
-3.9731e-07,-0.027494
-3.9721e-07,-0.037483
-3.9711e-07,-0.039429
-3.9701e-07,-0.043515
-3.9691e-07,-0.041504
-3.9681e-07,-0.027883
-3.9671e-07,-0.028467
-3.9661e-07,-0.023602
-3.9651e-07,-0.018608
-3.9641e-07,-0.022305
-3.9631e-07,-0.027883
-3.9621e-07,-0.038131
-3.9611e-07,-0.03891
-3.9601e-07,-0.036834
-3.9591e-07,-0.038131
-3.9581e-07,-0.030802
-3.9571e-07,-0.027364
-3.9561e-07,-0.044293
-3.9551e-07,-0.035991
-3.9541e-07,-0.0094623
-3.9531e-07,-0.018348
-3.9521e-07,-0.025029
-3.9511e-07,-0.032942
-3.9501e-07,-0.049028
-3.9491e-07,-0.032488
-3.9481e-07,-0.02451
-3.9471e-07,-0.032164
-3.9461e-07,-0.021916
-3.9451e-07,-0.018867
-3.9441e-07,-0.02944
-3.9431e-07,-0.030997
-3.9421e-07,-0.035213
-3.9411e-07,-0.040077
-3.9401e-07,-0.029894
-3.9391e-07,-0.027494
-3.9381e-07,-0.030672
-3.9371e-07,-0.042866
-3.9361e-07,-0.056876
-3.9351e-07,-0.047536
-3.9341e-07,-0.029505
-3.9331e-07,-0.0201
-3.9321e-07,-0.034564
-3.9311e-07,-0.056033
-3.9301e-07,-0.049093
-3.9291e-07,-0.028661
-3.9281e-07,-0.034045
-3.9271e-07,-0.041504
-3.9261e-07,-0.036056
-3.9251e-07,-0.031061
-3.9241e-07,-0.014003
-3.9231e-07,-0.016403
-3.9221e-07,-0.032034
-3.9211e-07,-0.029894
-3.9201e-07,-0.028467
-3.9191e-07,-0.030024
-3.9181e-07,-0.036121
-3.9171e-07,-0.053504
-3.9161e-07,-0.04358
-3.9151e-07,-0.024964
-3.9141e-07,-0.036899
-3.9131e-07,-0.033591
-3.9121e-07,-0.018802
-3.9111e-07,-0.027624
-3.9101e-07,-0.039234
-3.9091e-07,-0.031256
-3.9081e-07,-0.019905
-3.9071e-07,-0.020554
-3.9061e-07,-0.035667
-3.9051e-07,-0.055125
-3.9041e-07,-0.049482
-3.9031e-07,-0.028661
-3.9021e-07,-0.03398
-3.9011e-07,-0.048444
-3.9001e-07,-0.039429
-3.8991e-07,-0.034953
-3.8981e-07,-0.046174
-3.8971e-07,-0.040791
-3.8961e-07,-0.027689
-3.8951e-07,-0.021981
-3.8941e-07,-0.01997
-3.8931e-07,-0.028597
-3.8921e-07,-0.024445
-3.8911e-07,-0.024964
-3.8901e-07,-0.039623
-3.8891e-07,-0.03171
-3.8881e-07,-0.033202
-3.8871e-07,-0.041374
-3.8861e-07,-0.022564
-3.8851e-07,-0.017116
-3.8841e-07,-0.030478
-3.8831e-07,-0.037677
-3.8821e-07,-0.045461
-3.8811e-07,-0.047536
-3.8801e-07,-0.038261
-3.8791e-07,-0.035991
-3.8781e-07,-0.038845
-3.8771e-07,-0.030542
-3.8761e-07,-0.03424
-3.8751e-07,-0.047796
-3.8741e-07,-0.039818
-3.8731e-07,-0.027883
-3.8721e-07,-0.0082948
-3.8711e-07,0.00072099
-3.8701e-07,-0.027883
-3.8691e-07,-0.041828
-3.8681e-07,-0.029375
-3.8671e-07,-0.020554
-3.8661e-07,-0.027429
-3.8651e-07,-0.031969
-3.8641e-07,-0.035083
-3.8631e-07,-0.046823
-3.8621e-07,-0.033396
-3.8611e-07,-0.017505
-3.8601e-07,-0.028532
-3.8591e-07,-0.03891
-3.8581e-07,-0.038131
-3.8571e-07,-0.030283
-3.8561e-07,-0.027753
-3.8551e-07,-0.037288
-3.8541e-07,-0.046369
-3.8531e-07,-0.040012
-3.8521e-07,-0.028143
-3.8511e-07,-0.028726
-3.8501e-07,-0.030283
-3.8491e-07,-0.029051
-3.8481e-07,-0.022629
-3.8471e-07,-0.019192
-3.8461e-07,-0.035861
-3.8451e-07,-0.048509
-3.8441e-07,-0.04585
-3.8431e-07,-0.03865
-3.8421e-07,-0.036121
-3.8411e-07,-0.038585
-3.8401e-07,-0.037548
-3.8391e-07,-0.051428
-3.8381e-07,-0.044682
-3.8371e-07,-0.02477
-3.8361e-07,-0.022954
-3.8351e-07,-0.02704
-3.8341e-07,-0.038456
-3.8331e-07,-0.025159
-3.8321e-07,-0.016078
-3.8311e-07,-0.030542
-3.8301e-07,-0.044812
-3.8291e-07,-0.048639
-3.8281e-07,-0.037742
-3.8271e-07,-0.029116
-3.8261e-07,-0.028661
-3.8251e-07,-0.036899
-3.8241e-07,-0.039558
-3.8231e-07,-0.04358
-3.8221e-07,-0.048315
-3.8211e-07,-0.038196
-3.8201e-07,-0.049612
-3.8191e-07,-0.059601
-3.8181e-07,-0.031191
-3.8171e-07,-0.023797
-3.8161e-07,-0.039818
-3.8151e-07,-0.038715
-3.8141e-07,-0.03651
-3.8131e-07,-0.045331
