Mean,Mean Error Lower,Mean Error Upper,Polya Min Lower Cutoff,Polya Upper Cutoff,nbins,N init,theta init,nBar init,exceptions
0.0305279,0.000516504,0.000516504,0.0025,0.148753,20,10,2,0.01,0
