Mean,Mean Error Lower,Mean Error Upper,Polya Min Lower Cutoff,Polya Upper Cutoff,nbins,N init,theta init,nBar init,exceptions
0.0471573,0.00174587,0.00174587,0.002,0.144612,20,10,2,0.01,0
