Mean,Mean Error Lower,Mean Error Upper,Polya Min Lower Cutoff,Polya Upper Cutoff,nbins,N init,theta init,nBar init,exceptions
0.0387907,0.00165327,0.00165327,0.0025,0.1,20,10,2,0.01,0
