Mean,Mean Error Lower,Mean Error Upper,Polya Min Lower Cutoff,Polya Upper Cutoff,nbins,N init,theta init,nBar init,exceptions
0.0255315,0.0012449,0.0012449,0.002,0.1,20,10,2,0.01,0
