Mean,Mean Error Lower,Mean Error Upper,Polya Min Lower Cutoff,Polya Upper Cutoff,nbins,N init,theta init,nBar init,exceptions
0.0632005,0.00236054,0.00236054,0.002,0.146608,20,10,2,0.01,0
