No	EventID	REF_MCP_timestamp	DUT_MCP_timestamp	REF_MCP_maxY	DUT_MCP_maxY	REF_MCP_e_peak	DUT_MCP_e_peak	TrackerX	TrackerY	
186	3122	165.3677	0.0000	0.7225	0.0031	4.1588	0.2630	25.6859	29.1317
187	3127	162.8303	724.3620	0.0342	0.0030	0.2042	0.0680	0.0000	0.0000
188	3129	165.3596	246.8676	0.1467	0.0027	0.8450	0.0770	32.0242	30.5874
189	3131	158.6717	982.9424	0.2911	0.0023	1.6598	0.0400	22.5721	33.1195
190	3132	143.3949	206.3120	0.1453	0.0021	0.8082	0.0522	0.0000	0.0000
191	3133	145.0834	157.9142	0.5045	0.0027	2.8372	0.2122	23.2053	22.1984
192	3137	162.9649	674.3668	0.0432	0.0027	0.2335	0.1762	27.7561	15.9745
193	3141	155.0350	168.4760	0.2790	0.0030	1.5647	0.1503	0.0000	0.0000
194	3145	159.5113	759.2513	0.1827	0.0024	1.2982	0.0556	23.2115	34.6535
195	3148	162.1341	573.4936	0.0521	0.0026	0.2770	0.0428	28.7709	18.1940
196	3150	146.5898	925.5461	0.4547	0.0030	2.7812	0.1368	0.0000	0.0000
197	3157	148.2313	571.3767	0.0380	0.0030	0.2132	0.1029	0.0000	0.0000
198	3162	144.8640	690.0091	0.1532	0.0025	0.9856	0.1470	0.0000	0.0000
199	3165	140.9930	154.0649	0.6567	0.0038	3.7432	0.1243	0.0000	0.0000
200	3166	149.5540	0.0000	0.1513	0.0025	0.9048	0.1383	0.0000	0.0000
201	3168	153.4599	240.1572	0.0608	0.0025	0.3804	0.0740	14.8084	27.4751
202	3170	161.7046	174.9063	0.4265	0.0038	2.6613	0.1290	28.4173	25.1758
203	3172	161.7703	279.6558	0.0398	0.0028	0.2140	0.2123	33.5157	29.3055
204	3174	150.6629	686.6037	0.0919	0.0021	0.5282	0.0780	32.8865	33.4303
205	3175	161.3525	682.0150	0.5540	0.0026	3.7157	0.0756	24.0264	32.4707
206	3176	155.1946	88.3983	0.3805	0.0021	2.1714	0.0474	30.4930	25.8694
207	3179	158.2334	647.6107	0.0915	0.0026	0.5301	0.0959	0.0000	0.0000
208	3180	153.2402	0.0000	0.7083	0.0030	4.1315	0.1866	0.0000	0.0000
209	3182	154.2310	544.1755	0.0722	0.0021	0.4144	0.0444	25.0599	18.7897
210	3185	149.0842	186.0107	0.0409	0.0040	0.2094	0.2066	0.0000	0.0000
211	3186	152.5703	124.2930	0.3212	0.0024	1.8286	0.0463	29.0158	27.1416
212	3189	155.6820	592.4352	0.0772	0.0028	0.4276	0.0884	27.9552	17.8508
213	3190	153.0779	34.6154	0.1159	0.0025	0.7670	0.0544	0.0000	0.0000
214	3192	148.4702	119.6845	0.0351	0.0020	0.2012	0.0448	0.0000	0.0000
215	3195	153.3377	166.4262	0.6095	0.0057	3.8703	0.4333	23.6161	28.5501
216	3198	153.4420	869.5599	0.1043	0.0022	0.6475	0.0450	19.3725	32.1896
217	3199	152.7416	459.0635	0.2164	0.0035	1.2084	0.0649	28.9969	29.5335
218	3201	142.5318	412.4225	0.1246	0.0030	0.7892	0.0728	22.8800	34.4324
219	3202	142.1186	468.2523	0.0636	0.0031	0.3477	0.0616	0.0000	0.0000
220	3205	145.5517	874.2840	0.3530	0.0023	1.9988	0.1132	29.7541	21.5494
221	3207	140.6857	235.3671	0.4477	0.0023	2.5598	0.0746	0.0000	0.0000
222	3208	154.2339	167.0585	0.5097	0.0085	2.9279	0.5015	22.6131	26.4459
