No	EventID	REF_MCP_timestamp	DUT_MCP_timestamp	REF_MCP_maxY	DUT_MCP_maxY	REF_MCP_e_peak	DUT_MCP_e_peak	TrackerX	TrackerY	
147	93690	22.2979	2.4688	0.1269	0.2059	3.6266	7.3902	24.6951	23.8623
148	93705	22.1907	2.3969	0.1453	0.0775	4.0549	3.3653	21.1941	25.1612
149	93727	22.3126	2.4850	0.1079	0.1736	3.2497	6.9847	0.0000	0.0000
150	93731	22.1079	2.3196	0.1250	0.1062	3.5635	4.2056	0.0000	0.0000
151	93732	22.2285	2.4454	0.1526	0.1137	4.4273	4.3276	0.0000	0.0000
152	93736	22.4520	2.6271	0.1145	0.1760	3.4664	7.3294	27.7019	28.3007
153	93737	22.4675	2.6276	0.1473	0.1600	4.2053	6.7407	25.7505	25.6493
154	93756	22.0312	2.2352	0.1633	0.0762	4.6976	2.7552	26.3454	30.3932
155	93780	21.6339	1.9134	0.1294	0.0536	3.8266	2.0930	0.0000	0.0000
156	93802	22.2456	2.4473	0.1699	0.1386	4.8487	5.4327	24.9423	26.0494
157	93804	22.3107	2.4849	0.1257	0.1351	3.6115	5.5140	28.7300	28.7765
158	93810	21.6825	1.9243	0.2546	0.0508	7.1592	1.9701	28.7006	20.3856
159	93813	22.2610	2.4399	0.1285	0.1308	3.6359	5.6501	23.2273	26.0464
160	93820	22.2891	2.4638	0.1353	0.1312	3.9536	5.6259	22.1757	24.7916
161	93826	22.1388	2.3153	0.1246	0.1210	3.6088	4.9129	29.6320	25.1886
162	93828	21.5635	1.9127	0.1757	0.0471	5.0510	1.9516	0.0000	0.0000
163	93830	22.3330	2.5326	0.1424	0.1835	4.1230	7.6472	0.0000	0.0000
164	93849	22.1883	2.3675	0.2373	0.0816	6.3981	3.1599	0.0000	0.0000
165	93850	22.0760	2.2331	0.1199	0.0758	3.5816	3.4218	21.6039	22.2462
166	93855	22.1308	2.3393	0.1301	0.0655	3.7097	2.7484	20.8918	25.5868
167	93862	22.3030	2.4776	0.1235	0.1212	3.6440	4.7233	0.0000	0.0000
168	93877	22.3501	2.5446	0.1395	0.1859	3.9906	7.6609	23.7687	25.1791
169	93882	22.3392	2.5307	0.1510	0.1666	4.3551	6.5564	24.9806	24.3236
170	93883	22.3482	2.5454	0.1113	0.1742	3.2556	6.7446	19.2637	27.9381
171	93893	22.2442	2.4420	0.1351	0.0926	3.8061	4.7864	27.6410	29.6200
172	93897	21.3614	1.7239	0.1328	0.0428	3.8410	1.7158	22.6273	21.4075
