;Reco;X;Y;BadFlag;SigmaOutNoise;Baseline;risetime;Amplitude
8718;TRUE;24.8642;23.3713;FALSE;307.2688127;-0.000970147;8.02E-08;0.130116501
8719;TRUE;29.5528;25.952;FALSE;223.6633578;-0.000661763;8.01E-08;0.088285332
8720;TRUE;24.4561;28.1916;FALSE;191.5731813;-0.000567397;7.73E-08;0.086633617
8721;FALSE;;;;;;;
8722;FALSE;;;;;;;
8723;TRUE;21.8662;21.9315;FALSE;21.79882082;-0.000753469;8.69E-08;0.008937449
8724;TRUE;28.6731;19.5851;FALSE;80.24570728;-0.000366352;8.86E-08;0.032848716
8725;TRUE;29.8059;21.5806;FALSE;144.8895996;-0.000150824;8.38E-08;0.063640191
8726;TRUE;31.5369;23.5392;FALSE;233.1878401;-0.000722137;7.96E-08;0.102582815
8727;FALSE;;;;;;;
8728;TRUE;27.055;24.0862;FALSE;356.97182;-0.000606817;6.07E-08;0.152909103
8729;TRUE;24.6219;24.0969;FALSE;147.2853549;-0.000413152;7.94E-08;0.070297343
8730;TRUE;26.4062;27.7635;FALSE;199.608612;-0.000601602;7.94E-08;0.083989362
8731;TRUE;30.0597;29.4359;FALSE;99.36109573;-0.000920228;7.95E-08;0.043108635
8732;FALSE;;;;;;;
8733;TRUE;28.0257;28.1413;FALSE;70.79454854;-0.000762013;8.07E-08;0.029461621
8734;FALSE;;;;;;;
8735;TRUE;25.9632;25.5339;FALSE;271.9565755;-0.000830018;7.95E-08;0.109168685
8736;TRUE;25.5153;22.8364;FALSE;223.1405612;-0.000556096;8.12E-08;0.092007704
8737;TRUE;30.3992;30.6044;FALSE;55.12245692;-0.000687691;8.78E-08;0.022523061
8738;FALSE;;;;;;;
8739;FALSE;;;;;;;
8740;TRUE;32.6837;24.5692;FALSE;52.12548931;-0.000796722;9.40E-08;0.022235012
8741;FALSE;;;;;;;
8742;FALSE;;;;;;;
8743;TRUE;30.8324;21.037;FALSE;26.554443;-0.000529343;9.41E-08;0.011571845
8744;TRUE;22.5733;27.8435;FALSE;105.5093248;-0.000819913;8.06E-08;0.042448768
8745;TRUE;24.7547;30.2434;FALSE;37.8287674;-0.000265873;1.03E-07;0.016736289
8746;FALSE;;;;;;;
8747;TRUE;24.2282;22.9783;FALSE;294.7623503;-0.000655216;8.09E-08;0.124100897
8748;TRUE;29.037;31.1868;TRUE;4.445169742;-0.000828218;2.00E-10;0.001753825
8749;FALSE;;;;;;;
8750;FALSE;;;;;;;
8751;FALSE;;;;;;;
8752;FALSE;;;;;;;
8753;FALSE;;;;;;;
8754;TRUE;28.7339;22.1157;FALSE;231.586496;-0.000293085;8.19E-08;0.102482593
8755;TRUE;29.1515;24.4191;FALSE;213.3865447;-0.000625773;8.05E-08;0.094029175
8756;TRUE;25.1858;28.9805;FALSE;97.40628277;-0.000898801;8.39E-08;0.041106366
8757;TRUE;26.7886;30.1108;FALSE;57.75488789;-0.000554698;8.78E-08;0.02534653
8758;TRUE;29.84;26.4763;FALSE;210.6111836;-0.000662158;7.93E-08;0.089198192
8759;FALSE;;;;;;;
8760;TRUE;25.8159;23.3984;FALSE;286.137042;-0.000719692;8.17E-08;0.11801203
8761;TRUE;31.934;28.3816;TRUE;4.400572625;-0.000597034;2.00E-10;0.001940902
8762;FALSE;;;;;;;
8763;TRUE;29.3196;31.7128;FALSE;22.35193905;-0.000477366;8.12E-08;0.010931097
8764;TRUE;32.1996;28.6355;FALSE;13.66059906;-0.000559195;8.20E-08;0.005808194
8765;TRUE;27.19;27.4223;FALSE;297.1833261;-0.000316539;7.95E-08;0.12184768
8766;TRUE;29.8916;22.5882;FALSE;211.7802952;-0.000386296;7.91E-08;0.087128649
8767;FALSE;;;;;;;
8768;TRUE;28.5675;31.0008;FALSE;56.28901503;-0.000509941;9.57E-08;0.023650392
8769;TRUE;29.0436;21.6989;FALSE;75.74583383;-0.000745756;8.43E-08;0.034038975
8770;TRUE;32.8636;26.2741;TRUE;3.371213533;-0.000593173;1.00E-10;0.001620454
8771;TRUE;31.9896;29.1665;TRUE;4.392792181;-0.000642354;2.00E-10;0.001937097
8772;TRUE;29.759;25.9196;FALSE;130.1439344;-0.000655185;8.47E-08;0.051517751
8773;FALSE;;;;;;;
8774;FALSE;;;;;;;
8775;TRUE;27.2784;30.8186;FALSE;20.91214018;-0.00061847;7.03E-08;0.008512041
8776;TRUE;34.244;26.2374;FALSE;13.31939279;-0.000664918;8.35E-08;0.005487127
8777;FALSE;;;;;;;
8778;FALSE;;;;;;;
8779;FALSE;;;;;;;
8780;FALSE;;;;;;;
8781;TRUE;29.9904;20.4488;FALSE;122.1966041;-0.000741606;8.25E-08;0.048930248
8782;FALSE;;;;;;;
8783;TRUE;25.6005;20.173;FALSE;59.97989685;-0.000363278;9.61E-08;0.025776644
8784;FALSE;;;;;;;
8785;TRUE;30.1414;28.0058;FALSE;162.3289231;-0.000287059;8.14E-08;0.072390055
8786;TRUE;31.5258;28.9989;FALSE;37.1086905;-0.000801992;1.05E-07;0.014700562
8787;TRUE;29.4165;24.6762;FALSE;135.7687155;-0.000933243;8.44E-08;0.057946423
8788;TRUE;23.3808;29.6676;FALSE;72.9190767;-0.000841131;8.64E-08;0.030358027
8789;TRUE;28.023;25.8783;FALSE;138.8039502;-0.000664017;8.28E-08;0.057338716
8790;TRUE;28.2639;22.022;FALSE;158.4409597;-0.000264789;8.34E-08;0.065277499
8791;TRUE;27.1367;31.2553;FALSE;45.3307588;-0.000643737;1.05E-07;0.020102259
8792;TRUE;29.6976;19.2806;FALSE;46.39791396;-0.000360367;1.04E-07;0.020050942
8793;FALSE;;;;;;;
8794;TRUE;25.7677;28.3318;FALSE;224.1945334;-0.000982046;7.76E-08;0.096747361
8795;TRUE;28.8278;30.5559;FALSE;14.32744243;-0.000482383;8.52E-08;0.005786416
8796;TRUE;26.8701;31.3533;FALSE;62.14215626;-0.000414615;8.72E-08;0.025701957
8797;TRUE;25.9542;30.8171;FALSE;61.33655264;-0.001035786;9.26E-08;0.024014451
8798;FALSE;;;;;;;
8799;TRUE;27.3937;31.1382;TRUE;4.75807272;-0.000794192;2.00E-10;0.001808609
8800;TRUE;30.8758;22.8702;FALSE;266.0443144;-0.00084761;7.99E-08;0.105472123
8801;TRUE;31.358;24.6127;FALSE;170.2045335;-0.000496562;8.19E-08;0.068153914
8802;TRUE;29.3847;19.7522;FALSE;53.58551914;-0.000770679;1.14E-07;0.022292187
8803;TRUE;31.4665;30.8858;FALSE;54.68865683;-0.000660122;8.73E-08;0.022467609
8804;TRUE;32.773;25.126;FALSE;11.6380504;-0.000837524;9.47E-08;0.005659587
8805;TRUE;28.9214;31.8629;TRUE;4.132595768;-0.000256415;2.00E-10;0.001905319
8806;FALSE;;;;;;;
8807;TRUE;30.9924;25.9642;FALSE;212.3761461;-0.000582824;7.90E-08;0.093228919
8808;FALSE;;;;;;;
8809;TRUE;32.7518;26.0578;FALSE;22.10843014;-0.000663649;9.99E-08;0.009128452
8810;TRUE;24.472;25.5293;FALSE;227.4651048;-0.000652497;8.08E-08;0.09658915
8811;TRUE;32.3145;30.2453;TRUE;4.131814879;-0.00064754;1.00E-10;0.001633544
8812;FALSE;;;;;;;
8813;TRUE;31.9408;28.6055;FALSE;16.25569535;-0.000450163;1.01E-07;0.006905721
8814;FALSE;;;;;;;
8815;TRUE;26.338;22.2702;FALSE;88.32482676;-0.00084425;8.47E-08;0.038877775
8816;TRUE;31.2627;24.8404;FALSE;123.133039;-0.000676196;8.16E-08;0.059591517
8817;TRUE;31.9986;27.8964;FALSE;103.384011;-0.000819297;8.28E-08;0.042132853
8818;TRUE;23.2492;31.6058;FALSE;7.821641884;-0.000568149;5.57E-08;0.003225515
8819;TRUE;28.593;26.4341;FALSE;175.9354769;-0.000974209;7.85E-08;0.071868948
8820;FALSE;;;;;;;
8821;FALSE;;;;;;;
8822;TRUE;29.8638;20.9369;FALSE;184.3520593;-0.000729978;8.28E-08;0.070862636
8823;TRUE;32.9516;25.4991;FALSE;48.43802211;-0.000880622;9.02E-08;0.020643718
8824;TRUE;25.4446;24.9124;FALSE;183.0173692;-0.000699567;7.81E-08;0.078069379
8825;TRUE;30.3349;31.7802;TRUE;4.141285031;-0.000392818;2.00E-10;0.001820809
8826;FALSE;;;;;;;
8827;FALSE;;;;;;;
8828;FALSE;;;;;;;
8829;TRUE;30.8914;27.8947;FALSE;62.999959;-0.00063729;9.03E-08;0.025494847
8830;TRUE;24.5355;28.9392;FALSE;159.6910175;-0.00067661;8.10E-08;0.071463443
8831;TRUE;28.1134;32.8704;TRUE;3.411713223;-0.000518428;1.00E-10;0.001529148
8832;FALSE;;;;;;;
8833;TRUE;25.0757;22.0842;FALSE;205.930956;-0.000837893;8.15E-08;0.083034395
8834;TRUE;23.1708;29.2752;FALSE;41.03597475;-0.000701942;9.57E-08;0.017195318
8835;TRUE;30.2965;22.6278;FALSE;156.8100153;-0.000839752;8.21E-08;0.064718108
8836;TRUE;24.4897;26.4598;FALSE;228.1020819;-0.000514375;7.88E-08;0.094039393
8837;TRUE;27.2716;24.2772;FALSE;204.4180014;-0.000969619;8.24E-08;0.083590209
8838;TRUE;30.5785;31.0367;TRUE;4.011316921;-0.000834667;4.00E-10;0.00177332
8839;TRUE;33.8608;29.3837;TRUE;4.366525614;-0.000578185;2.00E-10;0.001964936
8840;FALSE;;;;;;;
8841;TRUE;31.6299;25.6645;FALSE;60.95395041;-0.00088462;8.97E-08;0.025226763
8842;TRUE;27.3537;25.2428;FALSE;288.2307725;-0.000610569;7.99E-08;0.119151167
8843;TRUE;27.5244;25.3619;FALSE;192.3364607;-6.01E-05;7.94E-08;0.082343716
8844;TRUE;23.7958;27.408;FALSE;212.2547081;-0.000345301;8.23E-08;0.095547218
8845;FALSE;;;;;;;
8846;TRUE;30.3041;24.9664;FALSE;245.5924019;-0.000351465;7.73E-08;0.108007529
8847;TRUE;26.0146;22.1354;FALSE;201.806198;-0.000656472;8.44E-08;0.083830713
8848;TRUE;33.0244;24.4308;FALSE;127.5918449;-0.00082826;8.23E-08;0.055604811
8849;FALSE;;;;;;;
8850;FALSE;;;;;;;
8851;TRUE;28.2216;21.3843;FALSE;134.1362768;-0.000492347;8.43E-08;0.058981454
8852;TRUE;22.5945;25.2697;FALSE;187.1529735;-0.000455088;8.12E-08;0.078433209
8853;TRUE;29.9415;28.4574;FALSE;99.4292126;-0.000491112;8.38E-08;0.04122866
8854;FALSE;;;;;;;
8855;FALSE;;;;;;;
8856;TRUE;22.7257;24.261;FALSE;146.1911534;-0.000574229;8.21E-08;0.061901386
8857;FALSE;;;;;;;
8858;TRUE;22.7286;25.9609;FALSE;148.3140798;-0.000425504;7.99E-08;0.062566413
8859;FALSE;;;;;;;
8860;TRUE;26.6431;30.4766;FALSE;94.55944852;-0.000423285;8.78E-08;0.042188992
8861;TRUE;27.2293;25.5389;FALSE;125.770555;-0.000809139;8.20E-08;0.051197746
8862;FALSE;;;;;;;
8863;TRUE;31.1355;22.0331;FALSE;92.1714303;-0.000281771;8.35E-08;0.037190838
8864;TRUE;23.2683;28.6836;FALSE;141.0000821;-0.000557722;7.92E-08;0.062452353
8865;TRUE;27.8581;23.55;FALSE;181.8227989;-0.000558228;8.10E-08;0.07802911
8866;TRUE;30.6435;31.173;TRUE;3.280549866;-0.000843188;2.00E-10;0.001409353
8867;TRUE;25.8813;24.7679;FALSE;250.6393596;-0.000644937;8.01E-08;0.116063096
8868;TRUE;31.6444;26.3638;FALSE;39.12636008;-0.000444179;9.38E-08;0.016119516
8869;TRUE;23.2381;25.8635;FALSE;233.453788;-0.000682326;7.90E-08;0.108561388
8870;TRUE;31.22;25.1037;FALSE;57.29191018;-0.000805019;9.78E-08;0.023666652
8871;TRUE;33.7506;23.7428;FALSE;15.12421876;-0.000330235;1.17E-07;0.00645746
8872;TRUE;24.6498;24.1463;FALSE;198.9314849;-0.000186142;8.15E-08;0.091358024
8873;TRUE;25.7131;29.4507;FALSE;108.0653897;-0.001057971;8.08E-08;0.054874364
8874;FALSE;;;;;;;
8875;FALSE;;;;;;;
8876;FALSE;;;;;;;
8877;TRUE;32.8144;24.6841;FALSE;18.53799466;-0.000855495;9.23E-08;0.007616017
8878;FALSE;;;;;;;
8879;TRUE;30.9417;27.8078;FALSE;75.40378113;-0.000357291;8.02E-08;0.034331443
8880;TRUE;30.0429;21.296;FALSE;200.4578687;-0.000532155;8.15E-08;0.080281245
8881;TRUE;28.6813;25.6439;FALSE;245.0072364;-0.001000233;7.90E-08;0.106128983
8882;TRUE;31.6335;22.7828;FALSE;92.43906796;-0.000466721;8.74E-08;0.041131114
8883;TRUE;31.7844;23.0993;FALSE;49.07743016;8.99E-05;9.34E-08;0.022543039
8884;TRUE;23.9328;22.3237;FALSE;219.6907517;-0.000818862;8.09E-08;0.092640029
8885;TRUE;26.0581;31.2306;FALSE;17.9562774;-0.000834522;8.32E-08;0.007722608
8886;TRUE;22.6164;27.3081;FALSE;31.81193511;-0.000731881;1.01E-07;0.013071289
8887;FALSE;;;;;;;
8888;TRUE;32.6487;24.1579;FALSE;28.88167243;-0.000794624;8.76E-08;0.01257786
8889;TRUE;34.6867;39.9293;TRUE;4.364088013;-0.000747207;2.00E-10;0.001824458
8890;TRUE;30.9858;25.8613;FALSE;226.1453553;-0.0005969;7.85E-08;0.09789269
8891;TRUE;24.5796;30.682;TRUE;4.214507544;-0.00057595;2.00E-10;0.001777778
8892;TRUE;24.4304;23.3708;FALSE;374.0291417;-0.000966947;5.35E-08;0.152548973
8893;TRUE;32.3505;22.7237;FALSE;39.71085862;-0.000480084;1.05E-07;0.016337869
8894;TRUE;32.3387;24.1204;FALSE;72.9885636;-0.000859215;8.67E-08;0.030897756
8895;TRUE;27.9473;29.1913;FALSE;65.76024152;-0.00055001;8.32E-08;0.028353031
8896;TRUE;30.7773;21.4021;FALSE;46.48325918;-0.000790104;1.07E-07;0.019753523
8897;TRUE;23.2974;24.8484;FALSE;140.6842368;-0.000525506;8.02E-08;0.059539838
8898;TRUE;25.743;27.5777;FALSE;317.3946223;-0.000458229;7.78E-08;0.127844539
8899;TRUE;25.5576;20.7973;FALSE;188.0748652;-0.000532172;8.18E-08;0.081072547
8900;TRUE;32.2845;24.0192;FALSE;18.04298471;-0.000493819;1.01E-07;0.007383557
8901;TRUE;32.5356;26.7584;FALSE;8.549315233;-0.000918282;4.84E-08;0.003715994
8902;TRUE;31.3605;30.5506;FALSE;13.28368319;-0.000775215;8.23E-08;0.005514338
8903;FALSE;;;;;;;
8904;FALSE;;;;;;;
8905;FALSE;;;;;;;
8906;TRUE;24.1737;25.0181;FALSE;226.6139051;-0.000985709;8.11E-08;0.104571248
8907;TRUE;26.3758;23.5234;FALSE;231.6065908;-0.001055018;8.13E-08;0.102426349
8908;TRUE;22.82;28.311;FALSE;63.85460447;-0.000423192;9.25E-08;0.027089209
8909;TRUE;27.939;25.4433;FALSE;308.8872516;-0.000597203;8.03E-08;0.124768606
8910;FALSE;;;;;;;
8911;FALSE;;;;;;;
8912;TRUE;26.866;29.8224;FALSE;93.04457301;-0.000455152;8.28E-08;0.042932872
8913;TRUE;24.4614;24.0914;FALSE;276.6317354;-0.000261422;8.03E-08;0.116799462
8914;TRUE;31.4682;29.1934;FALSE;38.61967928;-0.000662888;9.92E-08;0.016282194
8915;TRUE;27.3015;26.5666;FALSE;243.0467367;-0.000528016;8.05E-08;0.098397447
8916;TRUE;27.5144;31.6178;TRUE;3.332627662;-0.000756453;2.00E-10;0.001428631
8917;FALSE;;;;;;;
8918;FALSE;;;;;;;
8919;TRUE;31.866;25.9434;FALSE;51.61470193;-0.00033924;1.08E-07;0.02106316
8920;FALSE;;;;;;;
8921;TRUE;26.1556;25.3146;FALSE;279.2486064;-0.000725276;7.98E-08;0.117796295
8922;TRUE;28.2938;20.4753;FALSE;142.6916087;-0.000786537;8.25E-08;0.057802545
8923;TRUE;33.6853;25.959;TRUE;4.264295007;-0.000758129;2.00E-10;0.001844672
8924;TRUE;25.843;29.861;FALSE;54.5992059;-0.000779737;9.07E-08;0.024420984
8925;FALSE;;;;;;;
8926;TRUE;33.1561;28.1294;FALSE;33.68362805;-0.000457844;1.07E-07;0.013781199
8927;TRUE;23.1142;30.4889;FALSE;14.55825316;-0.000543929;8.01E-08;0.006477268
8928;TRUE;23.3003;23.7099;FALSE;260.8058025;-0.000985118;8.03E-08;0.106875738
8929;FALSE;;;;;;;
8930;FALSE;;;;;;;
8931;TRUE;27.9808;21.3516;FALSE;113.3582092;-0.000387916;8.30E-08;0.04867424
8932;TRUE;27.3494;29.67;FALSE;89.4023751;-0.000682602;8.34E-08;0.038346698
8933;TRUE;31.8015;21.4127;FALSE;18.36892817;-0.000716675;9.56E-08;0.007344909
8934;FALSE;;;;;;;
8935;TRUE;29.7934;29.5689;FALSE;60.54927544;-0.000453115;8.70E-08;0.025230176
8936;TRUE;24.257;26.4611;FALSE;249.3034991;-0.000211377;8.02E-08;0.10473847
8937;TRUE;28.5942;22.3689;FALSE;126.813785;-0.000626425;8.74E-08;0.051899356
8938;TRUE;25.7719;22.1934;FALSE;126.988325;-0.000869124;8.43E-08;0.053747812
8939;TRUE;28.854;32.059;TRUE;3.643337627;-0.000684685;2.00E-10;0.001453699
8940;FALSE;;;;;;;
8941;TRUE;30.6744;24.8371;FALSE;197.7863738;-0.000299711;7.95E-08;0.079618591
8942;TRUE;22.4848;24.0722;FALSE;265.7081369;-0.000607653;7.96E-08;0.112208658
8943;TRUE;32.9576;24.3781;FALSE;73.1333577;-0.000593002;8.76E-08;0.032775142
8944;TRUE;33.2436;28.2071;TRUE;4.130819476;-0.000490056;1.00E-10;0.001731357
8945;FALSE;;;;;;;
8946;TRUE;26.8193;24.8034;FALSE;278.7970037;-0.000602385;8.10E-08;0.115057478
8947;TRUE;31.18;25.974;FALSE;204.0099903;-0.000461519;8.17E-08;0.081099093
8948;TRUE;27.0323;26.1179;FALSE;160.4755193;-0.000821872;7.98E-08;0.067989463
8949;TRUE;30.0445;29.2306;FALSE;77.25510277;-0.000292051;8.58E-08;0.032188781
8950;TRUE;26.5597;26.5363;FALSE;191.5166583;-0.000868237;8.00E-08;0.080131965
8951;FALSE;;;;;;;
8952;FALSE;;;;;;;
8953;TRUE;26.4434;29.3845;FALSE;22.32687966;-0.000712836;6.95E-08;0.009131154
8954;FALSE;;;;;;;
8955;TRUE;26.6746;25.7938;FALSE;342.3547437;-0.000166913;5.96E-08;0.153349007
8956;FALSE;;;;;;;
8957;FALSE;;;;;;;
8958;FALSE;;;;;;;
8959;TRUE;29.7208;28.3882;FALSE;129.0830786;-0.000699324;8.06E-08;0.054970967
8960;TRUE;31.3918;26.6029;FALSE;71.0036804;-0.000710401;8.63E-08;0.031246346
8961;FALSE;;;;;;;
8962;TRUE;23.5437;21.7354;FALSE;157.2108756;-0.000727511;8.53E-08;0.069531546
8963;FALSE;;;;;;;
8964;TRUE;23.966;22.9145;FALSE;223.1431672;-0.000523279;8.10E-08;0.093324785
8965;FALSE;;;;;;;
8966;FALSE;;;;;;;
8967;FALSE;;;;;;;
8968;FALSE;;;;;;;
8969;TRUE;31.8761;25.8878;FALSE;46.21385004;-0.00033153;1.02E-07;0.019176899
8970;FALSE;;;;;;;
8971;FALSE;;;;;;;
8972;FALSE;;;;;;;
8973;FALSE;;;;;;;
8974;TRUE;28.9881;23.3501;FALSE;149.6858964;-0.000592231;8.43E-08;0.066929647
8975;FALSE;;;;;;;
8976;TRUE;27.4828;20.2596;FALSE;151.3314132;-0.000459197;7.95E-08;0.063850713
8977;TRUE;29.0686;24.2711;FALSE;153.414459;-0.001216502;8.05E-08;0.063537067
8978;FALSE;;;;;;;
8979;FALSE;;;;;;;
8980;TRUE;24.2995;28.6626;FALSE;103.1267613;-0.000533899;8.42E-08;0.044296654
8981;FALSE;;;;;;;
8982;TRUE;22.6374;23.9042;FALSE;168.8759551;-0.000719814;8.31E-08;0.068216057
8983;TRUE;24.6275;30.4105;FALSE;141.1858055;-0.000504619;8.03E-08;0.061514368
8984;TRUE;32.4159;28.6943;TRUE;4.098286844;-0.000390239;2.00E-10;0.00183636
8985;TRUE;31.6305;23.8955;FALSE;50.83130027;-0.000592013;1.04E-07;0.021513491
8986;TRUE;27.0671;31.9792;FALSE;12.00007614;-0.000626064;1.01E-07;0.00487996
8987;TRUE;27.601;24.3282;FALSE;192.2035412;-0.000405645;8.23E-08;0.082140864
8988;TRUE;31.7515;24.6999;FALSE;110.7423282;-0.000564689;8.05E-08;0.046465983
8989;TRUE;23.1378;28.8077;FALSE;89.82837561;-0.000730072;8.10E-08;0.036752917
8990;TRUE;22.5932;25.2681;FALSE;118.705527;-0.000281558;8.11E-08;0.055650777
8991;TRUE;28.349;22.5828;FALSE;164.820112;-0.000772973;8.35E-08;0.066886413
8992;TRUE;33.0783;23.0298;FALSE;45.45407659;-0.000657311;9.90E-08;0.019510118
8993;TRUE;26.6104;31.5012;TRUE;3.480211313;-0.000634642;1.00E-10;0.001550442
8994;FALSE;;;;;;;
8995;TRUE;32.7176;22.708;FALSE;39.04767801;-0.000454562;9.94E-08;0.017095035
8996;TRUE;21.3265;25.6283;FALSE;84.41421584;-0.001008959;8.07E-08;0.033186821
8997;FALSE;;;;;;;
8998;FALSE;;;;;;;
8999;FALSE;;;;;;;
9000;TRUE;32.0669;28.5546;FALSE;50.22626977;-0.000376675;9.44E-08;0.021409709
9001;TRUE;30.2063;25.1413;FALSE;148.6532224;-0.000515128;8.08E-08;0.061978647
9002;FALSE;;;;;;;
9003;FALSE;;;;;;;
9004;TRUE;28.3406;30.2684;FALSE;78.82642804;-0.000543083;8.67E-08;0.037925807
9005;TRUE;28.3094;31.7653;FALSE;5.194115167;-0.000463341;1.02E-08;0.00238334
9006;TRUE;27.1381;22.1791;FALSE;348.5198653;-0.000786863;7.94E-08;0.152729057
9007;TRUE;26.2875;30.8506;FALSE;50.51248114;-0.000354513;9.20E-08;0.020500452
9008;TRUE;31.3239;27.267;FALSE;103.7992892;-0.000648954;8.03E-08;0.046296104
9009;TRUE;27.1096;24.0152;FALSE;252.4388742;-0.000779892;7.98E-08;0.107480516
9010;TRUE;30.2961;31.2154;TRUE;4.385886089;-0.000339111;2.00E-10;0.001783708
9011;TRUE;30.1788;29.6472;FALSE;20.0180433;-0.001094289;8.02E-08;0.008344963
9012;TRUE;32.978;23.809;FALSE;26.97943589;-0.000462235;9.41E-08;0.011446963
9013;TRUE;26.7242;32.0616;TRUE;4.230463208;-0.000717936;2.00E-10;0.001555363
9014;TRUE;26.9766;27.2086;FALSE;329.2532085;-0.00071047;7.83E-08;0.136761176
9015;TRUE;29.3639;29.239;FALSE;101.5353969;-0.00042791;8.10E-08;0.045902255
9016;TRUE;25.3915;23.9808;FALSE;96.45309382;-0.000771489;8.76E-08;0.040512413
9017;TRUE;32.8401;25.7043;FALSE;38.32459243;-0.000572565;1.13E-07;0.017306529
9018;TRUE;31.7839;29.5701;TRUE;3.51653847;-0.000739551;2.00E-10;0.001624555
9019;TRUE;32.8277;29.4668;TRUE;4.201501609;-0.000473588;2.00E-10;0.001778954
9020;TRUE;27.3146;26.1763;FALSE;156.791639;-0.000907783;8.29E-08;0.066014769
9021;TRUE;25.8551;26.8101;FALSE;236.0002623;-0.00036562;7.98E-08;0.100874121
9022;TRUE;29.0702;28.0078;FALSE;107.8906788;-0.000519993;8.01E-08;0.047050332
9023;TRUE;32.4558;26.8673;FALSE;29.17092805;-0.000437792;9.14E-08;0.012662273
9024;TRUE;29.4222;23.104;FALSE;69.31622725;-0.000409159;8.95E-08;0.029767775
9025;TRUE;30.9109;30.6362;TRUE;4.22938793;-0.000534275;2.00E-10;0.001803888
9026;TRUE;24.9736;30.8698;FALSE;22.96317924;-0.001073151;8.25E-08;0.009912413
9027;FALSE;;;;;;;
9028;TRUE;33.1201;32.116;TRUE;4.258002437;-0.000690247;5.00E-10;0.001756881
9029;FALSE;;;;;;;
9030;FALSE;;;;;;;
9031;TRUE;26.2923;21.1711;FALSE;239.8214131;-0.000692921;8.23E-08;0.100938586
9032;TRUE;33.7517;30.2037;TRUE;3.967039256;-0.000603315;1.00E-10;0.001706305
9033;TRUE;32.4499;25.4472;FALSE;51.49370257;-0.000722766;9.14E-08;0.020817142
9034;TRUE;23.6271;26.3939;FALSE;190.8366653;-0.000590468;7.85E-08;0.081299638
9035;TRUE;27.8226;27.3976;FALSE;125.1671807;-0.000373451;8.18E-08;0.051669759
9036;FALSE;;;;;;;
9037;TRUE;31.0941;21.7958;FALSE;45.41994525;-0.000920316;1.04E-07;0.019423535
9038;TRUE;29.0064;29.2935;FALSE;47.6304617;-0.000722704;1.07E-07;0.019800166
9039;TRUE;32.0017;24.0677;FALSE;156.9483626;-0.000597853;8.29E-08;0.068138238
9040;FALSE;;;;;;;
9041;TRUE;27.3681;32.5659;TRUE;4.446789726;-0.000615446;2.00E-10;0.001966597
9042;FALSE;;;;;;;
9043;TRUE;22.9801;27.3834;FALSE;116.7481944;-0.000476828;8.10E-08;0.050601238
9044;TRUE;30.4554;29.6729;FALSE;39.2014446;-0.000641504;9.39E-08;0.016121968
9045;FALSE;;;;;;;
9046;FALSE;;;;;;;
9047;FALSE;;;;;;;
9048;FALSE;;;;;;;
9049;TRUE;29.8817;27.6321;FALSE;57.716734;-0.000713896;8.86E-08;0.024424556
9050;FALSE;;;;;;;
9051;TRUE;24.4577;25.0955;FALSE;166.1353219;-0.000886493;8.35E-08;0.072413295
9052;TRUE;27.6832;21.9216;FALSE;245.6594665;-0.000652773;8.28E-08;0.099881271
9053;TRUE;30.7959;26.275;FALSE;157.5667929;-0.000509352;8.09E-08;0.066322393
9054;TRUE;25.2787;29.8844;FALSE;72.27032262;-0.000864704;8.84E-08;0.030290346
9055;TRUE;28.208;26.3095;FALSE;271.7220569;-0.000583983;7.92E-08;0.11514593
9056;TRUE;27.1164;24.517;FALSE;239.6045851;-0.000687888;8.25E-08;0.098525563
9057;FALSE;;;;;;;
9058;FALSE;;;;;;;
9059;TRUE;33.3177;24.2284;FALSE;22.68342519;-0.00026151;7.81E-08;0.010332288
9060;FALSE;;;;;;;
9061;TRUE;29.8069;30.129;FALSE;25.79915924;-0.000516314;1.03E-07;0.010316174
9062;TRUE;26.2824;31.8615;FALSE;5.257526343;-0.000697288;1.00E-10;0.002209064
9063;FALSE;;;;;;;
9064;TRUE;31.2717;23.8061;FALSE;107.7922435;-0.000784427;8.16E-08;0.04531483
9065;TRUE;28.551;26.4708;FALSE;215.1214106;-0.000774303;8.12E-08;0.08499196
9066;TRUE;28.45;21.0566;FALSE;148.8665758;-0.000877803;8.53E-08;0.068859758
9067;TRUE;31.1916;20.9014;FALSE;117.3660349;-0.000852481;8.36E-08;0.050152934
9068;TRUE;28.5056;31.0805;FALSE;9.384853243;-0.000555064;8.75E-08;0.004678537
9069;TRUE;30.4416;21.5161;FALSE;165.9575199;-0.000786237;8.46E-08;0.067366101
9070;TRUE;31.4065;22.3123;FALSE;29.04985897;-0.00070433;1.14E-07;0.011985808
9071;TRUE;32.3352;25.5097;FALSE;107.3034787;-0.000731503;8.14E-08;0.044942258
9072;TRUE;23.251;26.6943;FALSE;138.3986821;-0.000363878;7.82E-08;0.064854101
9073;TRUE;28.2226;19.6903;FALSE;83.32426641;-0.001003694;8.58E-08;0.035713922
9074;FALSE;;;;;;;
9075;TRUE;27.2352;22.7729;FALSE;103.1039004;-0.000696646;8.52E-08;0.045153541
9076;TRUE;31.7054;27.4378;FALSE;95.67415819;-0.0006746;7.95E-08;0.040438065
9077;TRUE;28.03;20.5137;FALSE;83.96475978;-0.000383807;8.57E-08;0.034774526
9078;TRUE;29.3377;20.6832;FALSE;186.2433301;-0.000751324;8.08E-08;0.077171825
